33.32,52.80
58.19,63.45
63.15,57.69
66.81,64.85
69.55,66.81
72.29,70.41
74.52,74.58
75.73,73.70
77.07,75.40
78.51,70.95
77.97,75.70
80.21,75.60
79.88,76.42
80.86,68.78
80.84,75.74
82.22,77.98
83.01,71.87
84.07,77.98
84.18,79.13
84.85,75.81
84.89,79.03
86.13,77.94
87.16,78.28
86.72,80.01
87.11,79.20
88.28,81.61
88.19,77.64
88.98,83.00
89.49,83.88
89.62,82.86
90.33,82.22
91.04,83.68
91.29,83.58
91.72,84.59
91.55,81.37
91.50,82.32
92.14,86.26
92.32,86.46
92.57,86.26
92.27,85.75
92.11,86.73
92.86,84.66
93.00,87.34
93.14,81.24
93.68,86.83
93.29,85.85
93.50,86.60
94.38,87.44
93.99,86.60
93.96,87.31
