37.98,61.86
63.97,62.00
68.77,67.05
70.48,65.05
73.57,73.06
75.68,76.18
76.82,74.21
78.59,76.15
79.62,78.38
81.35,75.94
81.79,78.83
82.40,79.74
83.15,79.95
84.34,75.81
85.21,82.59
86.90,83.20
87.51,83.68
87.65,83.31
88.72,84.29
89.09,83.00
89.38,86.97
90.44,83.88
90.60,87.65
90.90,87.04
91.06,87.34
91.25,84.59
91.63,84.66
90.68,89.04
91.96,87.82
91.85,87.21
92.55,85.71
91.89,87.14
92.83,87.65
93.04,88.77
93.04,87.61
92.94,84.36
92.82,88.73
93.50,88.90
93.40,89.38
93.53,88.29
93.47,90.02
93.70,89.65
94.27,89.82
93.76,87.65
93.59,88.50
94.06,90.77
94.12,90.19
94.08,88.60
93.80,90.02
94.50,90.40
