14.12,16.83
22.27,14.25
30.35,30.68
34.60,36.55
38.48,56.26
40.78,51.00
41.68,53.48
43.08,51.75
43.05,54.70
43.80,53.78
43.69,49.71
44.53,53.10
44.10,50.53
43.77,57.48
45.14,56.84
45.13,55.11
44.30,57.18
44.87,52.97
45.81,58.36
45.29,58.16
44.67,59.52
44.90,56.43
44.38,53.58
45.33,60.50
44.90,56.74
46.11,58.19
43.91,51.34
44.94,54.87
45.61,53.75
44.90,55.11
45.78,54.39
45.67,53.41
45.84,58.53
46.29,59.48
46.12,52.26
46.37,60.74
45.81,56.57
45.08,54.80
45.05,54.67
45.48,58.84
45.39,61.76
45.48,57.86
46.50,61.11
46.04,58.19
46.56,57.72
46.84,60.64
46.23,58.94
45.96,54.50
45.16,57.79
46.89,57.21
