14.83,17.17
26.21,15.07
35.84,44.69
41.84,43.37
43.95,50.66
44.60,50.36
44.46,57.11
45.93,57.92
46.00,51.85
46.15,51.51
45.43,49.27
47.27,60.10
47.48,52.94
46.63,56.60
47.88,58.53
48.42,55.51
46.59,61.21
47.50,60.06
47.33,59.35
49.03,61.79
47.67,60.10
49.06,64.37
46.99,59.93
48.65,63.93
48.57,54.46
49.51,59.21
48.12,61.11
48.57,58.33
49.48,62.44
48.31,61.38
48.94,59.42
49.05,61.11
48.64,59.14
48.75,59.99
48.30,61.52
49.20,61.18
49.39,64.37
49.20,57.55
49.02,60.54
48.57,64.17
49.12,63.18
48.83,62.16
49.46,61.28
49.66,61.28
49.61,59.79
49.52,62.88
48.99,60.94
49.35,58.36
48.79,57.69
49.90,60.81
