33.09,57.31
56.11,64.81
63.91,56.50
67.37,64.57
69.72,68.75
73.11,72.65
75.48,74.31
75.15,73.46
76.46,74.62
78.02,73.16
77.53,74.48
79.03,74.24
79.76,77.10
79.86,71.06
80.93,75.87
82.79,77.74
82.28,71.77
83.19,76.65
83.08,78.96
83.90,73.23
83.99,78.59
85.49,78.32
86.34,75.91
86.45,79.84
86.17,80.35
87.83,80.96
87.81,77.03
87.94,81.51
88.66,81.71
88.17,81.24
89.53,82.69
90.26,83.03
90.38,80.22
90.60,83.71
90.45,82.80
91.81,81.24
91.73,84.39
92.74,85.31
92.14,83.61
91.23,84.49
91.93,84.63
92.40,84.66
93.02,83.03
91.78,81.71
93.14,84.42
93.35,85.48
93.97,86.53
94.00,86.77
94.04,85.48
94.02,85.04
