32.83,56.02
56.80,64.47
63.98,57.75
67.75,63.76
69.72,68.48
72.96,72.89
75.39,74.18
75.05,73.40
76.24,74.52
78.02,72.92
77.65,74.52
79.38,73.67
79.46,76.79
79.62,71.73
81.07,76.52
82.49,77.16
82.26,72.72
83.24,76.79
82.92,78.89
83.43,75.09
83.88,77.50
85.11,75.77
86.04,76.93
85.88,79.10
86.52,80.12
87.76,81.68
87.54,79.06
87.88,82.35
88.33,80.96
88.11,80.83
89.30,81.61
90.42,83.54
90.76,80.01
90.08,83.03
90.22,81.30
91.16,78.01
91.00,84.66
92.41,84.05
91.99,82.59
91.87,83.14
91.63,85.10
92.37,84.39
92.53,84.05
92.30,80.62
92.48,83.78
92.89,86.56
93.70,86.46
93.25,87.34
94.27,85.92
94.34,85.61
