15.93,31.52
34.13,47.13
46.80,59.72
50.26,49.78
51.77,58.16
52.88,60.57
52.91,57.41
54.09,59.65
54.07,61.79
53.96,64.07
53.16,61.52
54.24,54.02
55.41,61.21
54.87,59.72
55.45,56.53
55.84,61.62
55.36,58.64
55.10,59.93
55.54,61.49
56.08,60.64
55.67,59.01
56.23,63.59
55.29,57.41
55.97,61.21
56.01,59.93
55.90,60.88
55.85,59.76
56.16,58.30
56.43,63.59
56.20,66.41
56.79,66.17
57.56,61.76
56.49,58.06
56.38,56.29
56.09,62.30
56.68,61.45
57.26,60.03
57.30,57.65
56.45,62.64
57.00,63.66
55.50,58.60
55.96,63.52
56.80,58.64
57.03,60.06
57.05,60.81
57.22,60.64
56.66,58.94
57.51,58.40
56.73,59.93
57.32,66.14
