38.97,58.70
65.25,69.02
69.03,73.46
73.91,71.70
77.01,76.55
80.14,78.15
82.70,77.71
85.11,81.98
85.89,83.98
88.89,83.34
89.12,82.97
90.11,83.58
90.10,85.24
91.29,76.96
90.87,86.94
91.02,86.60
92.55,88.29
92.80,85.75
93.16,87.78
93.54,85.17
93.48,88.80
93.77,88.26
94.03,86.94
94.08,88.43
94.27,87.41
93.99,88.73
94.52,89.35
95.16,87.51
94.99,88.23
94.71,89.51
94.61,87.34
95.20,88.70
95.23,88.06
95.43,89.31
94.40,87.38
94.57,87.75
94.86,87.92
95.21,89.18
95.46,88.84
95.24,85.54
95.50,88.87
95.31,89.21
95.14,89.14
95.14,88.73
95.72,89.14
95.27,89.07
95.53,89.82
95.66,89.28
96.01,89.92
95.70,89.72
