15.66,26.91
29.98,29.69
42.21,54.67
46.52,46.96
49.20,56.29
48.80,54.50
49.44,59.08
50.45,56.02
51.46,59.93
50.63,67.70
50.67,61.62
51.44,58.33
51.89,56.60
51.73,57.62
52.37,59.96
52.30,60.47
51.63,59.79
52.30,63.79
51.85,61.32
53.56,60.91
52.69,58.67
53.45,65.83
52.27,61.49
53.06,62.00
53.18,61.05
53.07,60.60
52.91,60.91
53.56,58.84
53.86,63.62
53.40,66.34
54.42,65.52
54.28,62.74
53.71,58.47
53.11,59.99
53.29,62.61
53.51,61.83
53.92,61.32
54.04,57.75
53.26,62.20
53.50,64.64
52.71,61.72
52.92,62.91
54.16,58.53
54.26,60.74
54.03,60.50
54.27,61.59
53.35,59.35
54.23,58.30
54.01,57.92
54.47,63.49
