13.59,16.83
18.13,16.83
25.24,17.10
28.11,25.65
30.37,41.70
33.28,47.03
36.51,53.95
37.61,50.42
38.72,55.68
40.26,47.88
40.27,55.79
40.29,50.32
41.24,48.18
40.53,54.46
41.46,52.97
41.55,56.29
40.52,51.31
41.09,56.33
41.51,53.41
42.02,55.07
41.50,54.39
41.15,55.55
40.95,52.02
41.93,54.77
41.38,54.36
42.44,54.26
40.53,56.02
41.85,54.56
42.40,55.82
41.93,53.00
43.06,53.61
42.83,54.09
43.46,54.09
42.78,56.40
43.53,53.31
42.48,53.85
41.59,53.44
42.56,51.24
42.25,58.33
42.38,54.53
42.40,54.87
42.42,55.38
42.75,59.11
43.28,54.26
43.10,56.53
43.20,57.28
42.80,53.68
42.51,50.73
42.70,52.29
43.55,53.51
