34.09,55.89
61.44,59.79
63.42,59.52
67.04,63.76
69.52,67.22
71.25,72.24
73.27,72.21
74.28,72.04
75.67,72.38
78.24,72.07
77.99,75.77
80.01,75.53
80.25,75.43
81.26,66.92
80.97,75.84
82.49,77.47
83.50,74.08
84.60,77.57
84.98,79.54
85.62,79.44
85.84,79.00
87.68,77.77
88.55,79.95
88.64,80.59
88.75,80.15
89.24,82.56
89.61,82.02
90.67,84.56
90.67,83.07
90.07,83.27
91.24,83.75
91.57,84.22
91.85,84.90
92.37,86.66
92.27,85.54
92.49,81.40
92.46,87.00
92.85,83.98
92.68,86.16
93.34,83.64
93.32,87.85
93.91,87.75
94.25,88.26
93.72,83.78
93.81,85.21
93.57,87.00
93.97,86.66
94.11,86.36
93.92,87.68
94.49,87.48
