15.51,23.75
28.54,22.60
39.98,50.90
44.97,45.81
47.06,54.39
47.33,52.90
47.33,56.91
49.06,55.51
48.79,61.96
48.95,63.25
48.84,53.58
50.01,58.09
50.24,56.57
49.90,57.18
50.78,59.93
50.72,58.67
50.16,61.66
50.79,65.25
50.23,61.76
52.14,61.96
51.17,59.25
52.43,65.97
50.20,61.45
51.69,63.62
51.26,62.47
52.19,60.64
51.47,60.57
51.69,58.87
52.15,64.64
51.56,65.42
52.73,63.15
52.67,62.67
52.39,58.47
51.74,59.35
51.66,63.52
52.08,61.89
52.61,63.35
52.37,57.79
52.01,61.72
51.89,62.71
51.12,62.47
51.32,61.69
52.54,58.57
52.79,61.86
52.57,60.77
52.64,62.57
52.08,60.50
52.57,58.87
51.99,57.96
52.60,61.21
