33.79,57.31
58.04,64.20
63.18,58.36
66.99,66.10
69.57,68.24
72.86,71.50
75.05,74.69
75.37,73.60
76.37,74.62
78.25,72.72
77.72,74.79
79.26,74.92
79.68,77.03
80.13,68.61
80.48,74.82
82.92,77.40
82.48,71.29
83.37,77.64
83.35,78.69
83.96,74.45
83.73,76.48
85.36,76.15
86.09,76.52
86.04,79.50
86.51,77.43
87.85,80.45
87.57,78.59
88.18,82.56
88.55,81.81
88.97,81.61
89.49,83.24
90.37,81.57
90.57,81.30
91.06,83.95
90.94,83.27
90.08,77.43
90.61,85.14
92.60,84.76
92.49,86.05
92.14,84.39
91.91,83.78
91.99,84.63
93.02,84.42
92.72,81.68
93.23,83.88
92.76,86.83
93.74,86.94
93.92,86.19
93.57,84.87
93.69,84.49
