21.86,50.32
55.56,57.79
60.30,62.71
62.57,61.86
63.72,67.59
64.45,69.16
65.52,66.20
65.85,70.58
66.12,68.34
65.90,71.80
66.65,73.67
67.48,73.43
67.33,70.72
68.01,70.99
67.19,73.19
68.81,73.33
69.48,68.44
68.80,75.47
68.31,70.31
69.49,71.63
69.61,73.43
70.06,75.23
69.71,66.81
68.74,77.33
69.84,70.89
69.97,74.01
70.81,71.60
69.19,77.23
71.16,74.62
69.68,74.24
70.01,75.84
71.35,74.65
71.31,71.73
71.78,74.72
71.52,74.52
71.72,68.24
72.20,75.67
72.42,76.72
72.32,79.71
72.13,78.38
72.18,73.70
72.99,74.75
72.46,77.33
72.95,75.94
73.00,75.77
73.72,78.62
73.61,76.65
72.67,79.84
74.42,76.55
75.57,78.25
