idx	label	predict	correct	time
0	4	4	1	0:00:05.046600
1	4	4	1	0:00:05.238591
2	4	4	1	0:00:05.272383
3	4	4	1	0:00:05.254725
4	4	4	1	0:00:05.218198
5	4	4	1	0:00:05.277524
6	4	4	1	0:00:05.243364
7	4	4	1	0:00:05.253003
8	4	4	1	0:00:05.257369
9	4	4	1	0:00:05.224843
10	4	4	1	0:00:05.249297
11	4	4	1	0:00:04.304700
12	4	4	1	0:00:03.978264
13	4	4	1	0:00:04.239969
14	4	4	1	0:00:04.269144
15	4	4	1	0:00:04.041261
16	4	4	1	0:00:04.121442
17	4	4	1	0:00:04.276046
18	4	4	1	0:00:03.598211
19	4	4	1	0:00:03.021446
20	4	4	1	0:00:03.084345
21	4	4	1	0:00:03.067212
22	4	4	1	0:00:04.575647
23	4	4	1	0:00:04.857731
24	4	4	1	0:00:03.006267
25	4	4	1	0:00:03.032055
26	4	4	1	0:00:02.994872
27	4	4	1	0:00:03.004113
28	4	4	1	0:00:03.018106
29	4	4	1	0:00:02.999655
30	4	4	1	0:00:03.043244
31	3	4	0	0:00:03.051736
32	3	4	0	0:00:02.998145
33	3	4	0	0:00:03.069696
34	3	4	0	0:00:03.033217
35	3	4	0	0:00:02.987829
36	3	4	0	0:00:03.028144
37	3	4	0	0:00:03.059864
38	3	4	0	0:00:02.981485
39	3	4	0	0:00:03.033486
40	3	4	0	0:00:03.013787
41	3	4	0	0:00:02.968482
42	3	4	0	0:00:03.012981
43	3	4	0	0:00:03.020325
44	3	3	1	0:00:02.966313
45	3	4	0	0:00:03.014355
46	3	4	0	0:00:03.022003
47	3	4	0	0:00:03.066973
48	3	4	0	0:00:03.020204
49	3	4	0	0:00:03.053187
50	3	4	0	0:00:02.964919
51	3	4	0	0:00:03.030952
52	3	4	0	0:00:03.010759
53	3	4	0	0:00:02.973175
54	3	4	0	0:00:03.019642
55	5	5	1	0:00:03.044915
56	5	5	1	0:00:02.966938
57	5	5	1	0:00:03.022080
58	5	5	1	0:00:03.016243
59	5	5	1	0:00:02.967119
60	5	5	1	0:00:03.022008
61	5	5	1	0:00:03.010753
62	5	5	1	0:00:03.069150
63	5	5	1	0:00:03.018977
64	5	5	1	0:00:03.010040
65	5	5	1	0:00:02.974963
66	5	5	1	0:00:03.002516
67	5	5	1	0:00:03.018326
68	5	5	1	0:00:02.967505
69	5	5	1	0:00:03.019456
70	5	5	1	0:00:03.015304
71	5	5	1	0:00:02.978283
72	5	5	1	0:00:03.003411
73	5	5	1	0:00:03.042886
74	5	5	1	0:00:02.971765
75	5	5	1	0:00:03.021951
76	5	5	1	0:00:03.017632
77	5	5	1	0:00:02.975420
78	5	5	1	0:00:03.013661
