idx	label	predict	correct	time
0	4	4	1	0:00:02.960079
1	4	4	1	0:00:02.998863
2	4	4	1	0:00:03.018411
3	4	4	1	0:00:02.970191
4	4	4	1	0:00:03.014035
5	4	4	1	0:00:03.020184
6	4	4	1	0:00:03.010871
7	4	4	1	0:00:03.011783
8	4	4	1	0:00:03.016948
9	4	4	1	0:00:03.009912
10	4	4	1	0:00:02.975238
11	4	4	1	0:00:03.010354
12	4	4	1	0:00:03.009309
13	4	4	1	0:00:02.972133
14	4	4	1	0:00:03.022931
15	4	3	0	0:00:03.011473
16	4	4	1	0:00:02.988823
17	4	4	1	0:00:03.042497
18	4	4	1	0:00:03.050319
19	4	4	1	0:00:03.050264
20	4	4	1	0:00:03.038877
21	4	4	1	0:00:03.049101
22	4	3	0	0:00:03.050554
23	4	3	0	0:00:03.041931
24	4	4	1	0:00:03.014918
25	4	4	1	0:00:03.025499
26	4	4	1	0:00:03.032675
27	4	4	1	0:00:03.034760
28	4	4	1	0:00:03.020408
29	4	4	1	0:00:03.047761
30	4	4	1	0:00:03.034469
31	3	-1	0	0:00:03.049252
32	3	-1	0	0:00:03.046019
33	3	-1	0	0:00:03.043308
34	3	3	1	0:00:03.043322
35	3	3	1	0:00:03.041850
36	3	3	1	0:00:03.030266
37	3	3	1	0:00:03.049033
38	3	3	1	0:00:03.042742
39	3	-1	0	0:00:03.044403
40	3	3	1	0:00:03.034873
41	3	3	1	0:00:03.043767
42	3	3	1	0:00:03.038695
43	3	3	1	0:00:03.092009
44	3	3	1	0:00:03.032646
45	3	3	1	0:00:03.076193
46	3	-1	0	0:00:03.049876
47	3	4	0	0:00:03.055711
48	3	-1	0	0:00:03.034281
49	3	-1	0	0:00:03.048332
50	3	4	0	0:00:03.043141
51	3	-1	0	0:00:03.090496
52	3	-1	0	0:00:03.088617
53	3	4	0	0:00:03.068150
54	3	-1	0	0:00:03.052858
55	5	5	1	0:00:03.063007
56	5	5	1	0:00:03.026715
57	5	5	1	0:00:03.063485
58	5	5	1	0:00:03.062438
59	5	5	1	0:00:03.054758
60	5	5	1	0:00:03.043318
61	5	5	1	0:00:03.060479
62	5	5	1	0:00:03.061728
63	5	5	1	0:00:03.053431
64	5	5	1	0:00:03.038695
65	5	5	1	0:00:03.035985
66	5	5	1	0:00:03.026859
67	5	5	1	0:00:03.037836
68	5	5	1	0:00:03.014700
69	5	5	1	0:00:03.039803
70	5	5	1	0:00:03.038969
71	5	5	1	0:00:03.054044
