14.55,16.86
25.56,14.25
33.11,38.07
39.39,41.84
42.48,53.17
43.57,49.41
43.27,55.96
44.98,57.48
44.90,52.12
45.02,53.92
44.98,49.88
46.34,59.52
46.01,52.12
45.24,56.40
47.23,57.48
46.93,55.24
45.69,59.59
46.12,55.28
46.41,57.62
47.37,60.91
46.64,60.71
47.81,61.89
45.95,57.52
47.29,63.45
47.20,57.69
48.18,58.87
46.33,56.74
46.87,57.55
48.33,60.16
47.01,58.33
47.81,58.40
48.10,60.37
47.09,57.41
47.57,60.06
47.29,55.14
47.88,62.27
47.71,61.18
48.00,56.23
47.62,58.36
47.01,62.30
47.44,61.49
47.23,62.61
47.96,60.88
48.04,59.69
48.22,57.89
48.25,60.71
47.80,60.26
47.91,57.38
47.35,57.79
48.49,61.55
