idx	label	predict	correct	time
0	4	4	1	0:00:03.098208
1	4	4	1	0:00:03.101500
2	4	4	1	0:00:03.058091
3	4	4	1	0:00:03.080256
4	4	4	1	0:00:03.020461
5	4	4	1	0:00:03.033069
6	4	4	1	0:00:03.038518
7	4	4	1	0:00:02.993159
8	4	4	1	0:00:03.028335
9	4	4	1	0:00:03.028948
10	4	4	1	0:00:03.001109
11	4	4	1	0:00:03.037656
12	4	4	1	0:00:03.035490
13	4	4	1	0:00:02.991169
14	4	4	1	0:00:03.033617
15	4	4	1	0:00:03.026003
16	4	4	1	0:00:02.997002
17	4	4	1	0:00:03.002569
18	4	4	1	0:00:03.041261
19	4	4	1	0:00:03.047261
20	4	4	1	0:00:03.036260
21	4	4	1	0:00:03.048724
22	4	4	1	0:00:03.037376
23	4	4	1	0:00:03.049050
24	4	4	1	0:00:03.032614
25	4	4	1	0:00:03.038589
26	4	4	1	0:00:03.030886
27	4	4	1	0:00:03.044389
28	4	4	1	0:00:03.028596
29	4	4	1	0:00:03.044763
30	4	4	1	0:00:03.033215
31	3	3	1	0:00:03.040533
32	3	4	0	0:00:03.027661
33	3	4	0	0:00:03.043585
34	3	3	1	0:00:03.032251
35	3	4	0	0:00:03.042560
36	3	4	0	0:00:03.031912
37	3	4	0	0:00:03.041094
38	3	4	0	0:00:03.033077
39	3	4	0	0:00:03.047251
40	3	4	0	0:00:03.029437
41	3	4	0	0:00:03.049611
42	3	4	0	0:00:03.037658
43	3	4	0	0:00:03.044472
44	3	4	0	0:00:03.033445
45	3	4	0	0:00:03.045144
46	3	4	0	0:00:03.032135
47	3	4	0	0:00:03.045062
48	3	4	0	0:00:03.032732
49	3	4	0	0:00:03.044219
50	3	4	0	0:00:03.037947
51	3	4	0	0:00:03.049859
52	3	4	0	0:00:03.034019
53	3	4	0	0:00:03.052691
54	3	4	0	0:00:03.046207
55	5	5	1	0:00:03.048933
56	5	5	1	0:00:03.041998
57	5	5	1	0:00:03.033457
58	5	5	1	0:00:03.042014
59	5	5	1	0:00:03.046662
60	5	5	1	0:00:03.051335
61	5	5	1	0:00:03.037390
62	5	5	1	0:00:03.037935
63	5	5	1	0:00:03.050378
64	5	5	1	0:00:03.049219
65	5	5	1	0:00:03.041098
66	5	5	1	0:00:03.040491
67	5	5	1	0:00:03.049761
68	5	5	1	0:00:03.053861
69	5	5	1	0:00:03.040795
70	5	5	1	0:00:03.044959
71	5	5	1	0:00:03.053454
72	5	5	1	0:00:03.055406
73	5	5	1	0:00:03.040703
74	5	5	1	0:00:03.046448
75	5	5	1	0:00:03.049720
76	5	5	1	0:00:03.055949
77	5	5	1	0:00:03.041180
78	5	5	1	0:00:03.044067
79	0	0	1	0:00:03.052154
80	0	1	0	0:00:03.053223
81	0	0	1	0:00:03.038309
82	0	0	1	0:00:03.048949
83	0	0	1	0:00:03.050442
84	0	0	1	0:00:03.051259
85	0	0	1	0:00:03.040724
86	0	0	1	0:00:03.050043
87	0	0	1	0:00:03.040896
88	0	0	1	0:00:03.051656
89	0	0	1	0:00:03.037231
90	0	0	1	0:00:03.057109
91	0	0	1	0:00:03.040148
92	0	0	1	0:00:03.055173
93	0	0	1	0:00:03.036717
94	0	0	1	0:00:03.057890
95	0	0	1	0:00:03.042289
96	0	0	1	0:00:03.050752
97	0	0	1	0:00:03.051454
98	0	0	1	0:00:01.493286
99	0	0	1	0:00:01.436868
100	0	0	1	0:00:01.428591
101	0	0	1	0:00:01.430156
102	0	0	1	0:00:01.439857
103	0	0	1	0:00:01.427609
104	0	0	1	0:00:01.425313
105	0	0	1	0:00:02.911111
106	0	0	1	0:00:02.987690
107	0	0	1	0:00:02.966894
108	0	0	1	0:00:02.978551
109	2	1	0	0:00:03.003688
110	2	1	0	0:00:02.982008
111	2	0	0	0:00:03.026598
112	2	0	0	0:00:03.037067
113	2	1	0	0:00:02.995117
114	2	0	0	0:00:03.044033
115	2	0	0	0:00:03.041159
116	2	1	0	0:00:03.030885
117	2	0	0	0:00:03.041848
118	2	0	0	0:00:03.050507
119	2	1	0	0:00:03.052078
120	2	0	0	0:00:03.009095
121	2	0	0	0:00:03.046328
122	2	0	0	0:00:03.046575
123	2	0	0	0:00:03.020955
124	2	1	0	0:00:03.051850
125	2	0	0	0:00:03.054077
126	2	0	0	0:00:03.013240
127	2	0	0	0:00:03.065158
128	2	2	1	0:00:03.078769
129	2	0	0	0:00:03.044549
130	2	0	0	0:00:03.065386
131	2	0	0	0:00:03.065808
132	2	1	0	0:00:03.033700
133	1	0	0	0:00:03.126342
134	1	0	0	0:00:03.071697
